epoch,train_loss,train_accuracy,train_iou,train_dice,val_loss,val_accuracy,val_iou,val_dice
0,0.7471390157938004,0.5336288750171662,0.3191074342645152,0.445867708138879,0.7001885950565339,0.6661830902099609,0.4141542288164298,0.5491326233992975
1,0.6844549879431725,0.709330940246582,0.49844764280812026,0.6343665424928382,0.6585559129714966,0.7481348037719726,0.5097442537546157,0.6510275393724442
2,0.6560362726449966,0.7598068356513977,0.5592676548731104,0.6844640591196368,0.623021525144577,0.8215154647827149,0.6017576058705647,0.7319934705893199
3,0.6338132925331592,0.786397910118103,0.5950314198698228,0.722754931698243,0.6385995149612427,0.761083984375,0.5309416557351747,0.672421260178089
4,0.6189034655690193,0.8008941888809205,0.6189999211385536,0.7408547836899135,0.5977800726890564,0.8692129611968994,0.6826742857694625,0.7993048846721649
5,0.6066316828131676,0.8045041799545288,0.6144445710737878,0.7354347805725412,0.6042783617973327,0.7694438457489013,0.5752787381410599,0.7172359138727188
6,0.5897663086652756,0.8232817888259888,0.643896241612189,0.7618057632547185,0.6198141872882843,0.7020581245422364,0.5461044455567995,0.6931616296370824
7,0.5765457071363926,0.8357069075107575,0.6578831544999655,0.7709073115761084,0.5655957162380219,0.8759196281433106,0.6934786940614381,0.8063848882913589
8,0.5633203715085984,0.853732806444168,0.6835573911123599,0.7920554317068307,0.5461817860603333,0.8810693264007569,0.7099238077799478,0.8209175775448483
9,0.5533765532076359,0.8568551421165467,0.6916828958007196,0.7978807542473079,0.5942847490310669,0.7086285591125489,0.5587074905633925,0.7027541170517603
10,0.5488624751567841,0.8535760521888733,0.6906149689942445,0.7992376216464133,0.5353577256202697,0.8739527225494385,0.6995336224635442,0.814096377293269
11,0.5389016725122928,0.8609367489814759,0.6992200659976031,0.8051947336954374,0.5499046444892883,0.7988343238830566,0.6393429522713026,0.7687648137410482
12,0.5274829506874085,0.8651711642742157,0.7176364667403201,0.8192407139887414,0.526696527004242,0.8443050384521484,0.6742670645316442,0.7960796862840653
13,0.5261271923780442,0.8686371803283691,0.7150529897461336,0.8190753199160097,0.5230168402194977,0.8852671623229981,0.7219514081875483,0.8286088506380717
14,0.5158219560980797,0.8711572587490082,0.7273711204528809,0.8291734217355649,0.5302729725837707,0.811995553970337,0.6495238766074181,0.7773876259724298
