name,label,train,val,test
image_0001.jpg,label_0001.png,False,True,False
image_0002.jpg,label_0002.png,True,False,False
image_0003.jpg,label_0003.png,False,True,False
image_0004.jpg,label_0004.png,True,False,False
image_0005.jpg,label_0005.png,False,False,True
image_0006.jpg,label_0006.png,False,False,True
image_0007.jpg,label_0007.png,True,False,False
image_0008.jpg,label_0008.png,True,False,False
image_0009.jpg,label_0009.png,False,False,True
image_0010.jpg,label_0010.png,True,False,False
image_0011.jpg,label_0011.png,True,False,False
image_0012.jpg,label_0012.png,True,False,False
image_0013.jpg,label_0013.png,True,False,False
image_0014.jpg,label_0014.png,False,True,False
image_0015.jpg,label_0015.png,True,False,False
image_0016.jpg,label_0016.png,True,False,False
image_0017.jpg,label_0017.png,True,False,False
image_0018.jpg,label_0018.png,True,False,False
image_0019.jpg,label_0019.png,True,False,False
image_0020.jpg,label_0020.png,True,False,False
image_0021.jpg,label_0021.png,True,False,False
image_0022.jpg,label_0022.png,False,True,False
image_0023.jpg,label_0023.png,False,True,False
image_0024.jpg,label_0024.png,True,False,False
image_0025.jpg,label_0025.png,False,True,False
image_0026.jpg,label_0026.png,False,False,True
image_0027.jpg,label_0027.png,True,False,False
image_0028.jpg,label_0028.png,False,True,False
image_0029.jpg,label_0029.png,True,False,False
image_0030.jpg,label_0030.png,True,False,False
image_0031.jpg,label_0031.png,True,False,False
image_0032.jpg,label_0032.png,True,False,False
image_0033.jpg,label_0033.png,True,False,False
image_0034.jpg,label_0034.png,True,False,False
image_0035.jpg,label_0035.png,True,False,False
image_0036.jpg,label_0036.png,True,False,False
image_0037.jpg,label_0037.png,False,False,True
image_0038.jpg,label_0038.png,True,False,False
image_0039.jpg,label_0039.png,True,False,False
image_0040.jpg,label_0040.png,False,False,True
image_0041.jpg,label_0041.png,True,False,False
image_0042.jpg,label_0042.png,True,False,False
image_0043.jpg,label_0043.png,True,False,False
image_0044.jpg,label_0044.png,True,False,False
image_0045.jpg,label_0045.png,True,False,False
image_0046.jpg,label_0046.png,True,False,False
image_0047.jpg,label_0047.png,True,False,False
image_0048.jpg,label_0048.png,True,False,False
image_0049.jpg,label_0049.png,True,False,False
image_0050.jpg,label_0050.png,True,False,False
image_0051.jpg,label_0051.png,True,False,False
image_0052.jpg,label_0052.png,True,False,False
image_0053.jpg,label_0053.png,True,False,False
image_0054.jpg,label_0054.png,False,False,True
image_0055.jpg,label_0055.png,True,False,False
image_0056.jpg,label_0056.png,True,False,False
image_0057.jpg,label_0057.png,True,False,False
image_0058.jpg,label_0058.png,False,True,False
image_0059.jpg,label_0059.png,True,False,False
image_0060.jpg,label_0060.png,True,False,False
image_0061.jpg,label_0061.png,True,False,False
image_0062.jpg,label_0062.png,True,False,False
image_0063.jpg,label_0063.png,True,False,False
image_0064.jpg,label_0064.png,False,True,False
image_0065.jpg,label_0065.png,False,False,True
image_0066.jpg,label_0066.png,True,False,False
image_0067.jpg,label_0067.png,True,False,False
image_0068.jpg,label_0068.png,True,False,False
image_0069.jpg,label_0069.png,True,False,False
image_0070.jpg,label_0070.png,True,False,False
image_0071.jpg,label_0071.png,True,False,False
image_0072.jpg,label_0072.png,True,False,False
image_0073.jpg,label_0073.png,True,False,False
image_0074.jpg,label_0074.png,True,False,False
image_0075.jpg,label_0075.png,True,False,False
image_0076.jpg,label_0076.png,True,False,False
image_0077.jpg,label_0077.png,True,False,False
image_0078.jpg,label_0078.png,True,False,False
image_0079.jpg,label_0079.png,True,False,False
image_0080.jpg,label_0080.png,False,False,True
image_0081.jpg,label_0081.png,True,False,False
image_0082.jpg,label_0082.png,True,False,False
image_0083.jpg,label_0083.png,True,False,False
image_0084.jpg,label_0084.png,False,False,True
image_0085.jpg,label_0085.png,False,False,True
image_0086.jpg,label_0086.png,True,False,False
image_0087.jpg,label_0087.png,False,True,False
image_0088.jpg,label_0088.png,True,False,False
image_0089.jpg,label_0089.png,False,False,True
image_0090.jpg,label_0090.png,False,True,False
image_0091.jpg,label_0091.png,True,False,False
image_0092.jpg,label_0092.png,False,True,False
image_0093.jpg,label_0093.png,False,True,False
image_0094.jpg,label_0094.png,True,False,False
image_0095.jpg,label_0095.png,False,True,False
image_0096.jpg,label_0096.png,True,False,False
image_0097.jpg,label_0097.png,True,False,False
image_0098.jpg,label_0098.png,False,False,True
image_0099.jpg,label_0099.png,True,False,False
image_0100.jpg,label_0100.png,True,False,False
image_0101.jpg,label_0101.png,True,False,False
image_0102.jpg,label_0102.png,True,False,False
image_0103.jpg,label_0103.png,True,False,False
image_0104.jpg,label_0104.png,True,False,False
image_0105.jpg,label_0105.png,False,True,False
image_0106.jpg,label_0106.png,True,False,False
image_0107.jpg,label_0107.png,True,False,False
image_0108.jpg,label_0108.png,True,False,False
image_0109.jpg,label_0109.png,True,False,False
image_0110.jpg,label_0110.png,False,True,False
image_0111.jpg,label_0111.png,True,False,False
image_0112.jpg,label_0112.png,True,False,False
image_0113.jpg,label_0113.png,True,False,False
image_0114.jpg,label_0114.png,True,False,False
image_0115.jpg,label_0115.png,True,False,False
image_0116.jpg,label_0116.png,False,False,True
image_0117.jpg,label_0117.png,True,False,False
image_0118.jpg,label_0118.png,True,False,False
image_0119.jpg,label_0119.png,True,False,False
image_0120.jpg,label_0120.png,True,False,False
image_0121.jpg,label_0121.png,True,False,False
image_0122.jpg,label_0122.png,True,False,False
image_0123.jpg,label_0123.png,True,False,False
image_0124.jpg,label_0124.png,True,False,False
image_0125.jpg,label_0125.png,False,True,False
image_0126.jpg,label_0126.png,True,False,False
image_0127.jpg,label_0127.png,False,True,False
image_0128.jpg,label_0128.png,True,False,False
image_0129.jpg,label_0129.png,True,False,False
image_0130.jpg,label_0130.png,True,False,False
image_0131.jpg,label_0131.png,False,False,True
image_0132.jpg,label_0132.png,True,False,False
image_0133.jpg,label_0133.png,True,False,False
image_0134.jpg,label_0134.png,True,False,False
image_0135.jpg,label_0135.png,True,False,False
image_0136.jpg,label_0136.png,True,False,False
image_0137.jpg,label_0137.png,True,False,False
image_0138.jpg,label_0138.png,True,False,False
image_0139.jpg,label_0139.png,True,False,False
image_0140.jpg,label_0140.png,False,False,True
image_0141.jpg,label_0141.png,True,False,False
image_0142.jpg,label_0142.png,True,False,False
image_0143.jpg,label_0143.png,True,False,False
image_0144.jpg,label_0144.png,True,False,False
image_0145.jpg,label_0145.png,True,False,False
image_0146.jpg,label_0146.png,True,False,False
image_0147.jpg,label_0147.png,True,False,False
image_0148.jpg,label_0148.png,True,False,False
image_0149.jpg,label_0149.png,True,False,False
image_0150.jpg,label_0150.png,True,False,False
image_0151.jpg,label_0151.png,True,False,False
image_0152.jpg,label_0152.png,True,False,False
image_0153.jpg,label_0153.png,True,False,False
image_0154.jpg,label_0154.png,True,False,False
image_0155.jpg,label_0155.png,True,False,False
image_0156.jpg,label_0156.png,False,True,False
image_0157.jpg,label_0157.png,True,False,False
image_0158.jpg,label_0158.png,True,False,False
image_0159.jpg,label_0159.png,True,False,False
image_0160.jpg,label_0160.png,True,False,False
image_0161.jpg,label_0161.png,False,False,True
image_0162.jpg,label_0162.png,False,False,True
image_0163.jpg,label_0163.png,True,False,False
image_0164.jpg,label_0164.png,False,True,False
image_0165.jpg,label_0165.png,True,False,False
image_0166.jpg,label_0166.png,True,False,False
image_0167.jpg,label_0167.png,True,False,False
image_0168.jpg,label_0168.png,True,False,False
image_0169.jpg,label_0169.png,True,False,False
image_0170.jpg,label_0170.png,True,False,False
image_0171.jpg,label_0171.png,False,True,False
image_0172.jpg,label_0172.png,True,False,False
image_0173.jpg,label_0173.png,True,False,False
image_0174.jpg,label_0174.png,True,False,False
image_0175.jpg,label_0175.png,True,False,False
image_0176.jpg,label_0176.png,True,False,False
image_0177.jpg,label_0177.png,True,False,False
image_0178.jpg,label_0178.png,True,False,False
image_0179.jpg,label_0179.png,True,False,False
image_0180.jpg,label_0180.png,True,False,False
image_0181.jpg,label_0181.png,False,True,False
image_0182.jpg,label_0182.png,True,False,False
image_0183.jpg,label_0183.png,True,False,False
image_0184.jpg,label_0184.png,True,False,False
image_0185.jpg,label_0185.png,False,True,False
image_0186.jpg,label_0186.png,False,False,True
